rec-id,gender,given-name,surname,postcode,city,telephone-number,credit-card-number,income-normal,age-uniform,income,age,sex,blood-pressure
rec-5654-org,female,jade,meadows,2607,perth,02 7084 8511,9534 5613 5516 2813,68532.18,92,84822.3,19,na,67.952
rec-5655-dup-0,,olivia,trowste,29q3,sydny,,1904 1469 8642 5527,29946.75,12,90024.1,102,m,73.127
rec-5655-org,female,olivia,trowse,2913,sydney,02 9980 3791,1904 1469 8642 5527,29946.75,12,90024.1,102,m,73.127
rec-5656-dup-0,male,krace,blak,2604,melbourn,,7589 2795 8690 2154,62489.00,97,94642.6,147,na,84.095
rec-5656-org,male,grace,blake,2604,melbourne,07 8378 5497,7589 2795 8690 2154,62489.00,97,94642.6,14,na,84.095
rec-5657-org,male,laura,pulford,2607,sydney,02 4710 2095,8395 1770 7736 3803,70955.37,102,52101.4,25,f,78.512
rec-5658-org,female,teneille,zaluski,2600,perth,03 2338 9959,3637 1071 4450 1004,57380.44,39,107675.1,42,f,73.685
rec-5659-org,female,saara,gillard,2606,sydney,03 8715 3612,1029 0869 5866 7380,69110.43,53,25412.5,58,na,72.449
rec-5660-dup-0,,prooke,ro,2617,pert,07 4612 2841,6044 1264 9540 0981,58732.74,99,69358.3,3,m,80.273
rec-5660-org,female,brooke,rau,2617,perth,07 4612 2841,6044 1264 9540 0981,58732.74,99,69358.3,73,m,80.273
rec-5661-dup-0,,emii|y,schupan,missing,melbourne,03 5275 2087,3253 1109 9975 3264,13681.31,104,78908.0,86,f,73.121
rec-5661-org,male,emiily,schupann,2906,melbourne,03 5275 2087,3253 1109 9975 3264,13681.31,104,78908.0,68,f,73.121
rec-5662-org,male,mary,jefferys,2605,melbourne,02 4706 4361,1674 2935 8663 6847,60852.54,82,208610.0,35,f,77.721
rec-5663-org,female,paris,gehling,2617,sydney,07 2157 5741,0388 0917 3176 1454,19658.86,27,56970.2,107,f,74.623
rec-5664-dup-0,female,chelsea,vimmano,26o7,jydney,,2527 7720 8269 424,71079.88,53,58204.3,47,f,74.495
rec-5664-dup-1,,chelsea,fimiiiano,2607,sydney,,2527 7720 8269 924,71079.88,53,58204.3,477,f,74.495
rec-5664-org,female,chelsea,fimmano,2607,sydney,08 1894 4410,2527 7720 8269 4924,71079.88,53,58204.3,47,f,74.495
rec-5665-org,female,georgia,petersen,2906,brisbane,02 7689 5133,5675 4863 1459 5452,45857.45,67,48863.3,92,na,74.780
rec-5666-dup-0,,nellie,moahrison,2615,sydnei,,1785 94632 2644 7200,44992.49,69,56131.7,103,m,74.674
rec-5666-dup-1,,nellie,morri5on,2615,zydney,,175 9463 2644 7200,44992.49,69,56131.7,103,m,74.674
rec-5666-org,male,nellie,morrison,2615,sydney,07 9396 6748,1785 9463 2644 7200,44992.49,69,56131.7,103,m,74.674
rec-5667-dup-0,,stephaniw,clark,2617,melborne,,1185 3307 1051 3245,52586.87,6,7459.0,26,na,62.937
rec-5667-org,female,stephanie,clarke,2617,melbourne,03 6885 9763,1185 3307 1051 3245,52586.87,6,7459.0,26,na,62.937
rec-5668-dup-0,male,semima,clarcke,260o,perrh,,0310 1867 2939 5993,63018.59,66,26431.3,53,f,79.359
rec-5668-dup-1,,jemima,claahke,2609,pertho,,0310 1867 2939 5993,63018.59,66,26431.3,53,f,79.359
rec-5668-org,male,jemima,clarke,2600,perth,03 7080 0478,0310 1867 2939 5993,63018.59,66,26431.3,53,f,79.359
rec-5669-dup-0,female,alixia,gilbe5tson,261t,perth,,7000 0954 0602 4281,35543.67,45,93300.3,40,f,84.032
rec-5669-dup-1,,alikia,gilbertson,2616,peth,07 3663 2362,7000 09654 0602 4281,35543.67,45,93300.3,50,f,84.032
rec-5669-dup-2,,alisia,gilpertson,2615,perdh,07 3663 2362,7000 0954 0602 4281,35543.67,45,93300.3,05,f,84.032
rec-5669-org,female,alicia,gilbertson,2615,perth,07 3663 2362,7000 0954 0602 4281,35543.67,45,93300.3,50,f,84.032
rec-5670-dup-0,,fendula,wilkinz,missing,pergh,04 1912 3610,5272 9013 1898 9941,39371.09,39,83678.3,86,f,79.934
rec-5670-dup-1,,fendula,wilkins,26q4,perth,,5272 9013 1898 9941,39371.09,39,83678.3,68,f,79.934
rec-5670-dup-2,male,vendula,ilkins,2614,perthh,,5272 9013 189 9941,39371.09,39,83678.3,81,f,79.934
rec-5670-org,male,vendula,wilkins,2614,perth,04 1912 3610,5272 9013 1898 9941,39371.09,39,83678.3,86,f,79.934
rec-5671-dup-0,,alisha,ank,2602,sydney,,7953 4085 55322816,1963.93,93,138237.5,83,f,77.787
rec-5671-dup-1,,aleexa,ang,missing,sydne6,04 6392 3582,7953 4085 5532 2816,1963.93,93,138237.5,80,f,77.787
rec-5671-org,female,aleesha,ang,2602,sydney,04 6392 3582,7953 4085 5532 2816,1963.93,93,138237.5,83,f,77.787
rec-5672-dup-0,female,olivya,greeri,missing,briabane,,9322 5008 4453 1296,41209.88,81,355309.2,29,f,73.898
rec-5672-org,female,olivia,green,2615,brisbane,04 6590 4765,9322 5008 4453 1296,41209.88,81,355309.2,29,f,73.898
rec-5673-org,female,emma,bellchambers,2615,sydney,02 2512 8829,5743 7827 1828 3963,40371.64,76,62771.2,65,na,83.960
rec-5674-org,male,alisha,whiteley,2602,sydney,08 7569 0379,8902 7850 7461 5376,53683.33,89,179173.5,17,f,85.375
rec-5675-org,female,gracie,robson,2604,perth,02 6799 4567,3266 1631 6496 4050,47052.00,54,27399.4,96,na,82.776
rec-5676-dup-0,,lcuy,campell,260w,melbourne,,4390 3722 3742 8441,62751.55,74,142086.2,109,na,75.736
rec-5676-dup-1,female,lubcy,campbeil,2602,melbourne,,4390 3722  3742 8441,62751.55,74,142086.2,19,na,75.736
rec-5676-dup-2,female,lusy,camppell,2692,melboutne,,4390 3722 3742 8441,62751.55,74,142086.2,109,na,75.736
rec-5676-org,female,lucy,campbell,2602,melbourne,08 6897 5643,4390 3722 3742 8441,62751.55,74,142086.2,109,na,75.736
rec-5677-org,female,jessica,challenor,2602,canberra,07 0844 9114,8699 7876 3037 8740,39351.21,33,311317.5,23,f,70.577
rec-5678-dup-0,,regane,low,2995,melbourne,04 7487 1986,7432 982 0348 5969,34315.71,50,86810.7,57,m,84.609
rec-5678-dup-1,male,rekanne,lowe,missing,melblurne,,7432 9824 0348 5969,34315.71,50,86810.7,97,m,84.609
rec-5678-dup-2,male,rekanne,low,2005,,04 7487 1986,7432 9824 0348 5969,34315.71,50,86810.7,75,m,84.609
rec-5678-org,male,reganne,lowe,2905,melbourne,04 7487 1986,7432 9824 0348 5969,34315.71,50,86810.7,57,m,84.609
rec-5679-org,female,mia,stubbs,2902,perth,08 5671 7185,7204 4854 8718 1406,10171.60,8,19461.9,91,f,80.742
rec-5680-org,male,chantelle,stubbs,2603,melbourne,04 1586 5147,8732 1051 0984 5699,33851.92,2,69733.5,16,m,73.927
rec-5681-dup-0,,suliana,balantyne,2906,meobourne,08 8909 0307,1059 27467 0779 7965,63599.10,51,91867.1,71,m,81.631
rec-5681-dup-1,,julyana,ballandyne,2906,melbourne,08 8909 0307,1059 2767 07795 7965,63599.10,51,91867.1,1,m,81.631
rec-5681-dup-2,,julyana,ballantyn,2906,melbourne,,10598 2767 0779 7965,63599.10,51,91867.1,71,m,81.631
rec-5681-org,male,juliana,ballantyne,2906,melbourne,08 8909 0307,1059 2767 0779 7965,63599.10,51,91867.1,71,m,81.631
rec-5682-org,female,alexandra,morrison,2913,canberra,08 4182 4579,8449 3277 3186 9874,58718.40,15,97494.9,63,m,74.661
rec-5683-dup-0,male,feliciti,joily,261y,sydney,,3675 8152 1041  7672,86594.09,16,145342.5,87,f,79.941
rec-5683-dup-1,male,velicity,jolli,2y17,sydneu,07 1245 3853,3675 8152 1041 672,86594.09,16,145342.5,87,f,79.941
rec-5683-dup-2,,fel9city,jolli,missing,sydney,,3675 8152 1041 7672,86594.09,16,145342.5,87,f,79.941
rec-5683-org,male,felicity,jolly,2617,sydney,07 1245 3853,3675 8152 1041 7672,86594.09,16,145342.5,87,f,79.941
rec-5684-org,male,teal,gilfedder,2913,melbourne,08 4990 1493,0735 3919 4828 0240,39377.29,65,112335.2,78,f,76.901
rec-5685-org,male,tansy,statham,2905,melbourne,02 5922 8697,5893 6994 4979 6162,93704.04,85,24228.5,55,f,65.398
rec-5686-org,male,aikaterina,berry,2615,sydney,07 8652 7069,9839 0845 0455 9895,57612.57,41,134103.2,13,f,71.338
rec-5687-dup-0,male,teakan,mevre,missing,melbourne,,34606805 1420 4922,35303.79,65,35448.6,109,f,71.787
rec-5687-dup-1,,deagan,meffre,290w,melbourne,,3460 6805 1420 4922,35303.79,65,35448.6,190,f,71.787
rec-5687-org,male,teagan,meffre,2903,melbourne,07 1399 0308,3460 6805 1420 4922,35303.79,65,35448.6,109,f,71.787
rec-5688-org,male,lily,tiller,2913,sydney,02 4785 5048,1588 9504 7907 1821,48923.24,91,90729.3,53,m,74.201
rec-5689-org,male,isabel,neville,2615,sydney,03 5861 4711,7621 3676 3887 7348,52836.69,110,126269.2,97,f,73.440
rec-5690-org,male,chantelle,matthews,2902,melbourne,07 3080 2071,7701 2190 7041 7240,32253.79,21,25764.9,14,m,73.529
rec-5691-dup-0,,isabella,mazon,2611,camberra,,0431 9024 9032 3540,42079.37,42,94214.6,42,m,74.484
rec-5691-dup-1,female,izabella,mason,26q2,canberra,,04319024 9032 3540,42079.37,42,94214.6,24,m,74.484
rec-5691-org,female,isabella,mason,2612,canberra,03 7780 4592,0431 9024 9032 3540,42079.37,42,94214.6,42,m,74.484
rec-5692-dup-0,female,illow,maston,2612,sytney,02 2355 6613,3036 506 1053 0845,58750.21,15,85515.0,96,f,80.553
rec-5692-dup-1,female,willo,mazon,missing,sydney,,3036 52061053 0845,58750.21,15,85515.0,96,f,80.553
rec-5692-dup-2,,wiklow,mason,2621,sydney,,3036 52063 1053 0845,58750.21,15,85515.0,96,f,80.553
rec-5692-org,female,willow,mason,2611,sydney,02 2355 6613,3036 5206 1053 0845,58750.21,15,85515.0,96,f,80.553
rec-5693-org,male,emiily,petersen,2902,melbourne,04 2572 5133,6921 3781 9623 6797,61067.10,4,75182.4,51,na,72.586
rec-5694-dup-0,male,sona,stchumann,261e,melbourne,,4891 2497 718 2729,37773.31,88,70031.5,72,m,76.166
rec-5694-dup-1,male,shona,schuman,26q4,melboure,,4891 24971 7168 2729,37773.31,88,70031.5,72,m,76.166
rec-5694-dup-2,male,shona,jchumann,2624,melbouahne,07 0515 8196,4891 2497 7168 27299,37773.31,88,70031.5,7,m,76.166
rec-5694-org,male,shona,schumann,2614,melbourne,07 0515 8196,4891 2497 7168 2729,37773.31,88,70031.5,72,m,76.166
rec-5695-org,male,mikayla,weidenhofer,2617,melbourne,07 1046 9629,1620 4168 7024 8418,27427.29,83,65748.9,72,f,73.287
rec-5696-dup-0,,xloe,krofts,2616,melbourne,,1699 1973 0266 6757,48959.63,25,78935.0,107,m,76.037
rec-5696-dup-1,female,chloe,krofts,2515,melnourne,,1699 1973 05266 6757,48959.63,25,78935.0,107,m,76.037
rec-5696-dup-2,female,chloe,crofds,261r,melbourne,,1699 193 0266 6757,48959.63,25,78935.0,137,m,76.037
rec-5696-org,female,chloe,crofts,2615,melbourne,03 9845 4296,1699 1973 0266 6757,48959.63,25,78935.0,107,m,76.037
rec-5697-org,female,kaitlin,webb,2611,canberra,08 3397 9059,0770 4280 5579 8393,49261.81,55,87590.8,78,m,74.493
rec-5698-org,male,tara,rees,2614,perth,02 4590 3915,7861 0797 4595 8100,51496.78,64,67426.8,29,f,74.920
rec-5699-dup-0,female,kimberly,wilde,260q,brisvane,,257 9 1926 1587 9194,12928.97,57,45109.0,76,m,73.986
rec-5699-dup-1,,kimberly,wild,missing,brisbane,,2579 1926 15879194,12928.97,57,45109.0,67,m,73.986
rec-5699-org,female,kimberly,wilde,2602,brisbane,04 2049 4166,2579 1926 1587 9194,12928.97,57,45109.0,67,m,73.986
rec-5700-dup-0,female,lili,wheatleh,2995,hobart,,5641 72588 2869 0505,93467.55,107,101381.5,62,f,65.383
rec-5700-dup-1,,lili,heatley,290t,hobart,,5641 7588 2869 0505,93467.55,107,101381.5,62,f,65.383
rec-5700-org,female,lily,wheatley,2905,hobart,07 6927 7372,5641 7588 2869 0505,93467.55,107,101381.5,62,f,65.383
rec-5701-org,female,tayah,lipsett,2615,brisbane,07 5749 1040,9882 3446 2578 4344,17331.44,30,133370.4,41,f,72.159
rec-5702-dup-0,,caitlin,peattie,2603,sydbey,08 2879 1620,2664 0896 6845 7589,13968.06,4,91306.3,12,f,69.049
rec-5702-dup-1,,ciatlin,beattje,2602,,08 2879 1620,2664 08946 6845 7589,13968.06,4,91306.3,21,f,69.049
rec-5702-org,female,caitlin,beattie,2602,sydney,08 2879 1620,2664 0896 6845 7589,13968.06,4,91306.3,21,f,69.049
rec-5703-dup-0,,victoria,mcmvllen,290r,melbourne,,1606 4221 369 9401,80137.58,28,133797.5,104,f,77.492
rec-5703-org,male,victoria,mcmullen,2905,melbourne,07 3184 5177,1606 4221 3698 9401,80137.58,28,133797.5,104,f,77.492
rec-5704-org,male,samantha,waller,2611,melbourne,02 8231 3516,9193 3377 1084 5888,38535.18,107,294501.7,47,f,82.489
rec-5705-org,male,lauren,mccarthy,2607,melbourne,03 8587 8842,9459 9409 6987 6937,69715.81,3,52880.8,48,m,73.817
rec-5706-org,male,jessica,wiseman,2615,melbourne,08 3326 0093,8351 5219 1426 9135,44304.85,117,73522.3,62,f,77.956
rec-5707-org,male,gabrielle,webb,2603,melbourne,07 9196 5608,8709 1021 0706 3394,68243.26,37,95246.9,35,m,82.145
rec-5708-dup-0,,claiar,whillaz,2904,brisbne,08 5338 4242,0012 8981 496 2929,48080.48,115,67941.3,33,m,73.306
rec-5708-dup-1,,claire,whillaj,290e,brisbane,,0012 8981 9496 2929,48080.48,115,67941.3,36,m,73.306
rec-5708-dup-2,,claire,willas,290e,brijbane,,0012 8981 9496 2929,48080.48,115,67941.3,33,m,73.306
rec-5708-org,female,claire,whillas,2904,brisbane,08 5338 4242,0012 8981 9496 2929,48080.48,115,67941.3,33,m,73.306
rec-5709-dup-0,male,roberda,pripac,2902,pwrth,,4035 5194 626 3076,64863.37,56,75082.0,23,m,76.777
rec-5709-org,male,roberta,pribac,2902,perth,04 7492 6658,4035 5194 6236 3076,64863.37,56,75082.0,23,m,76.777
rec-5710-org,male,tara,white,2611,perth,08 6086 2855,3191 8561 2857 8692,49632.43,30,55605.1,34,m,69.679
rec-5711-org,male,hayley,coppock,2606,melbourne,04 6925 9214,9629 6506 2131 4278,43385.34,45,69171.9,97,na,79.264
rec-5712-org,male,caitlin,clarke,2914,sydney,08 4278 3598,5548 3525 7874 6671,78430.46,22,132046.8,43,f,81.795
rec-5713-org,male,sophie,grillett,2602,sydney,03 8186 7328,8511 9228 0607 4414,50257.07,76,19700.3,37,f,77.057
rec-5714-dup-0,male,eangie,maynart,2903,sydne7,04 7688 1941,1111 408 9435 2721,45813.74,60,45758.9,80,f,71.695
rec-5714-org,male,angie,maynard,2902,sydney,04 7688 1941,1111 4087 9435 2721,45813.74,60,45758.9,80,f,71.695
rec-5715-dup-0,,ckimberly,jamaljdin,26q5,melbourne,,7369 1886 1712 1918,43335.44,88,51455.8,36,na,76.776
rec-5715-dup-1,male,kimber|y,samaludin,2515,melbourne,03 3873 4978,7369 1886 712 1918,43335.44,88,51455.8,366,na,76.776
rec-5715-dup-2,,kimberly,jamalutin,2615,melpourne,,7369 18186 1712 1918,43335.44,88,51455.8,36,na,76.776
rec-5715-org,male,kimberly,jamaludin,2615,melbourne,03 3873 4978,7369 1886 1712 1918,43335.44,88,51455.8,36,na,76.776
rec-5716-dup-0,,desdynii,gakbraith,2600,melpourne,03 8010 3146,5051 3016 181 9219,61676.20,11,116197.3,102,f,89.395
rec-5716-org,male,destynii,galbraith,2600,melbourne,03 8010 3146,5051 3016 8181 9219,61676.20,11,116197.3,102,f,89.395
rec-5717-org,male,paris,pringle,2615,melbourne,08 8499 2187,4906 4816 3114 4610,53866.54,2,128964.9,87,f,79.984
rec-5718-org,male,chloe,green,2905,perth,02 4801 3073,0630 0544 3486 3859,69473.29,79,162655.1,18,f,79.055
rec-5719-org,male,madeline,signorelli,2603,canberra,08 8750 0581,8694 3603 3945 4752,64273.59,108,76612.1,60,f,77.223
rec-5720-dup-0,male,serema,noahmandale,2904,melbojrne,,864 6085 1586 8338,33704.40,37,35868.8,108,m,74.973
rec-5720-dup-1,,sterena,normandale,2994,melblurne,04 7762 9255,8648 60851586 8338,33704.40,37,35868.8,108,m,74.973
rec-5720-org,male,serena,normandale,2904,melbourne,04 7762 9255,8648 6085 1586 8338,33704.40,37,35868.8,108,m,74.973
rec-5721-dup-0,male,zamantha,donan,2903,perty,,9953 4494 502 3560,25132.93,26,77094.9,77,m,74.720
rec-5721-dup-1,,zamantha,toman,2903,perth,,9953 444 5102 3560,25132.93,26,77094.9,77,m,74.720
rec-5721-org,male,samantha,doman,2903,perth,04 6983 5918,9953 4494 5102 3560,25132.93,26,77094.9,77,m,74.720
rec-5722-dup-0,female,talia,hylej,missing,perth,,5166 2523 382 9498,65415.23,30,65192.4,3,na,78.657
rec-5722-dup-1,female,talya,yles,260t,prrth,,5166 2523 3682 9498,65415.23,30,65192.4,33,na,78.657
rec-5722-org,female,talia,hyles,2605,perth,02 8055 5466,5166 2523 3682 9498,65415.23,30,65192.4,33,na,78.657
rec-5723-org,male,amber,caire,2615,melbourne,02 2094 8432,7618 8027 4797 6294,59849.69,34,133927.3,46,f,72.341
rec-5724-dup-0,,ahnnah,green,2615,zydney,,3620 4861 3743 7968,47675.45,6,66325.0,12,na,73.530
rec-5724-org,male,hannah,green,2614,sydney,08 5823 3302,3620 4861 3743 7968,47675.45,6,66325.0,12,na,73.530
rec-5725-dup-0,,ckatelyn,coleman,2603,pertg,,3518 4450 97660716,54631.00,65,44873.6,28,m,76.201
rec-5725-dup-1,male,katelyri,koleman,2603,peahth,,3518 44508 9766 0716,54631.00,65,44873.6,28,m,76.201
rec-5725-org,male,katelyn,coleman,2603,perth,08 7857 2882,3518 4450 9766 0716,54631.00,65,44873.6,28,m,76.201
rec-5726-org,male,courtney,carbone,2600,melbourne,04 3849 9728,9342 2747 1443 6878,27286.62,71,75250.1,33,m,77.586
rec-5727-org,male,matilda,pascoe,2615,sydney,04 4998 1598,0955 3428 1398 6258,37414.67,61,34836.0,33,f,79.352
rec-5728-org,female,madeline,tridgell,2905,brisbane,07 2314 0905,7691 7118 7453 6772,37090.14,102,85029.3,76,f,78.124
rec-5729-dup-0,,elisa,rysn,2612,sydney,,0113 3315 5161 6266,82434.99,80,10790.2,596,na,79.298
rec-5729-org,female,eliza,ryan,2612,sydney,08 6941 4588,0113 3315 5161 6266,82434.99,80,10790.2,59,na,79.298
rec-5730-dup-0,,elli,campbell,2996,melborne,07 7217 9505,5153 3232 4552 6590,56542.61,30,81249.5,0,na,78.859
rec-5730-dup-1,,elly,kampbell,2996,melbourne,,5153 3232 552 6590,56542.61,30,81249.5,10,na,78.859
rec-5730-org,male,elly,campbell,2906,melbourne,07 7217 9505,5153 3232 4552 6590,56542.61,30,81249.5,10,na,78.859
rec-5731-dup-0,female,evloise,webb,261y,melboirne,,5547 5581 4149 1715,21396.82,53,119227.0,37,f,68.593
rec-5731-dup-1,,eloije,webb,2y17,melnourne,02 3076 8962,5547 5581 45149 1715,21396.82,53,119227.0,32,f,68.593
rec-5731-org,female,eloise,webb,2617,melbourne,02 3076 8962,5547 5581 4149 1715,21396.82,53,119227.0,32,f,68.593
rec-5732-org,female,nicola,fatah,2602,brisbane,04 9069 6551,4746 6805 8578 8472,86485.28,48,69206.2,69,m,81.339
rec-5733-dup-0,,emiily,bisbop,2906,melboyrne,07 9271 0502,5750 196 8181 7078,15898.27,95,72837.6,29,f,68.543
rec-5733-org,female,emiily,bishop,2906,melbourne,07 9271 0502,5750 1996 8181 7078,15898.27,95,72837.6,20,f,68.543
rec-5734-org,female,sarah,de clouett,2621,perth,04 4850 1354,7619 0089 8223 8187,54882.21,94,91551.5,66,m,73.897
rec-5735-org,female,shae,wilkins,2904,brisbane,04 5206 3114,0694 0902 1312 3240,66650.40,113,50579.1,68,na,79.133
rec-5736-dup-0,male,eli2a,lafigne,2600,melborne,,7165 0853 3932 470,62010.11,112,92422.1,70,m,79.413
rec-5736-dup-1,male,eli2a,lavigne,missing,melbourne,,7165 0853 3932 62470,62010.11,112,92422.1,7,m,79.413
rec-5736-org,male,eliza,lavigne,2600,melbourne,07 4451 6530,7165 0853 3932 6470,62010.11,112,92422.1,70,m,79.413
rec-5737-org,female,liana,white,2602,perth,03 7568 7716,3527 6266 5131 3061,46326.37,91,37714.2,99,na,72.951
rec-5738-dup-0,female,prooke,garood,2904,canberrq,,4696 3180 480 7743,40025.54,82,64499.2,57,na,71.885
rec-5738-dup-1,,brpoke,garr0od,2904,canbeahra,,4696 3180 4803 7743,40025.54,82,64499.2,57,na,71.885
rec-5738-org,female,brooke,garrood,2904,canberra,08 2614 5164,4696 3180 4803 7743,40025.54,82,64499.2,57,na,71.885
rec-5739-org,male,irene,ryan,2606,melbourne,02 8885 0269,4652 9714 6155 8189,48931.64,56,54854.1,10,f,77.561
rec-5740-org,female,kiria,ehmcke,2607,sydney,03 5872 9098,0485 1906 7819 5390,25206.28,96,56898.0,53,na,64.849
rec-5741-org,female,holly,moerman,2902,perth,07 4788 7804,5694 9829 3405 1716,39662.77,74,93401.4,21,m,80.293
rec-5742-dup-0,female,taylor,mann,2692,stydney,,0414 355 6092 8727,21314.75,97,65558.3,106,m,70.653
rec-5742-dup-1,female,daylor,mann,2692,sytney,02 7011 1889,0414 3255 6092 727,21314.75,97,65558.3,106,m,70.653
rec-5742-dup-2,female,tayloah,maon,26p2,sydney,,0414 3255 6092 8727,21314.75,97,65558.3,06,m,70.653
rec-5742-org,female,taylor,mahon,2602,sydney,02 7011 1889,0414 3255 6092 8727,21314.75,97,65558.3,106,m,70.653
rec-5743-dup-0,,ckatelin,kreen,2913,pegrth,,3385 8338 2417 8931,45632.78,19,167217.4,81,f,80.404
rec-5743-org,male,katelin,green,2913,perth,07 0706 5230,3385 8338 2417 8931,45632.78,19,167217.4,81,f,80.404
rec-5744-dup-0,,kaitlin,bennell,2913,brizbane,,7584 7922 885 3975,59427.53,106,2301.9,98,na,72.832
rec-5744-org,female,caitlin,bennell,2913,brisbane,02 5417 5610,7584 7922 8885 3975,59427.53,106,2301.9,98,na,72.832
rec-5745-dup-0,,hoklie,smithsori,2994,brisbsne,03 7272 2841,4824 7400 9471 0550,62984.31,31,107355.4,50,f,76.473
rec-5745-dup-1,female,hoylie,zmithson,2904,brisbane,,4824 7400 9471 050,62984.31,31,107355.4,51,f,76.473
rec-5745-dup-2,,ollie,smitson,2905,brisbane,03 7272 2841,4824 7400 9471 0550,62984.31,31,107355.4,05,f,76.473
rec-5745-org,female,hollie,smithson,2904,brisbane,03 7272 2841,4824 7400 9471 0550,62984.31,31,107355.4,50,f,76.473
rec-5746-dup-0,,jazmine,waianga,29o2,petth,02 2283 7391,8424 4964 5687 6089,70142.82,40,109420.2,13,na,78.389
rec-5746-org,male,jasmine,waianga,2902,perth,02 2283 7391,8424 4964 5687 6089,70142.82,40,109420.2,31,na,78.389
rec-5747-dup-0,male,april,herpert,26q7,melbourme,,0014 2871 9469 2044,47282.85,42,62252.3,45,m,69.971
rec-5747-org,male,april,herbert,2617,melbourne,08 4790 5119,0014 2871 9469 2044,47282.85,42,62252.3,46,m,69.971
rec-5748-org,female,matilda,thorpe,2904,sydney,08 7689 3482,6474 6498 8282 4497,49873.67,59,261102.1,76,f,78.599
rec-5749-dup-0,,saskia,athams,2992,sydnei,07 5409 1441,8183 7053 5107 3247,37434.19,101,75811.0,105,na,76.660
rec-5749-dup-1,,ssakia,athans,290q,sydney,,8183 7053 5107 3247,37434.19,101,75811.0,02,na,76.660
rec-5749-dup-2,,saskia,athanj,290w,sydney,,81831 7053 5107 3247,37434.19,101,75811.0,102,na,76.660
rec-5749-org,male,saskia,athans,2902,sydney,07 5409 1441,8183 7053 5107 3247,37434.19,101,75811.0,102,na,76.660
rec-5750-org,male,portia,roles,2602,melbourne,03 3799 5513,1338 5501 4385 7416,31591.44,85,6368.7,16,na,78.162
rec-5751-dup-0,,betanie,mckerlie,2905,melboufne,,7839 62205 9222 1348,23709.09,29,80682.2,26,na,76.035
rec-5751-org,male,bethanie,mckerlie,2905,melbourne,04 4418 7786,7839 6205 9222 1348,23709.09,29,80682.2,26,na,76.035
rec-5752-org,female,erin,tallarida,2611,perth,08 5464 3867,7190 3477 4351 8219,28433.71,57,123143.0,106,f,76.578
rec-5753-org,female,kyra,blackwell,2611,hobart,07 9323 1270,8123 7530 8548 2146,70257.46,13,58140.9,40,na,84.864
rec-5754-org,male,amber,yoon,2902,melbourne,07 3811 1774,9720 1560 6248 4159,60470.30,110,74778.7,105,na,78.833
rec-5755-org,female,taylah,steart,2611,sydney,03 9887 6944,4244 0308 1325 1480,60453.15,99,75361.2,65,f,81.528
rec-5756-dup-0,,elen,aptet,260u,sydney,02 3208 8350,61422 0590 3798 4186,94088.11,21,45507.8,70,m,74.153
rec-5756-dup-1,,elen,apted,2607,sydne7,,6422 05290 3798 4186,94088.11,21,45507.8,70,m,74.153
rec-5756-org,male,ellen,apted,2607,sydney,02 3208 8350,6422 0590 3798 4186,94088.11,21,45507.8,70,m,74.153
rec-5757-org,male,freya,petersen,2604,canberra,08 1711 5031,6519 7802 7186 6401,54038.26,53,61546.8,90,na,81.169
rec-5758-dup-0,male,jhantal,quillyam,2615,melbo7rne,,0449 98819 0815 9729,31664.58,73,114573.5,80,na,74.839
rec-5758-dup-1,,jhantal,quilliam,2614,melbournr,,0449 9881 0815 9729,31664.58,73,114573.5,80,na,74.839
rec-5758-org,male,shantal,quilliam,2615,melbourne,04 0124 7932,0449 9881 0815 9729,31664.58,73,114573.5,80,na,74.839
rec-5759-org,male,teileah,pirog,2614,perth,04 2167 4543,6106 7425 7629 2639,41904.30,86,45343.4,21,m,77.107
rec-5760-dup-0,female,saskha,gerz,2606,pwrth,,0541 3384 11549 3588,44207.95,90,66328.7,48,f,77.418
rec-5760-org,female,sascha,gers,2606,perth,08 8539 8042,0541 3384 1549 3588,44207.95,90,66328.7,48,f,77.418
rec-5761-dup-0,female,elaria,nikoll,2905,melhourne,,6325 108 8623 8101,28284.06,80,113209.8,107,na,69.829
rec-5761-org,female,elana,nicoll,2905,melbourne,04 9448 9563,6325 0108 8623 8101,28284.06,80,113209.8,107,na,69.829
rec-5762-dup-0,,chelstea,scaklia,260r,sydney,08 4680 6878,2639 3030 8533 5879,54265.02,30,49005.4,64,f,77.090
rec-5762-dup-1,,chelsea,skaglia,2605,sydnry,,2639 3030 8533 5879,54265.02,30,49005.4,669,f,77.090
rec-5762-dup-2,,chilsea,scaklia,2605,,,2639 3030 8533 5879,54265.02,30,49005.4,69,f,77.090
rec-5762-org,male,chelsea,scaglia,2605,sydney,08 4680 6878,2639 3030 8533 5879,54265.02,30,49005.4,69,f,77.090
rec-5763-dup-0,,lucindw,kripton,29p4,perth,07 5262 9293,7070 7952 4482 83400,76897.54,78,82919.9,16,f,81.536
rec-5763-dup-1,female,lucincla,gripdon,2994,peahth,07 5262 9293,7070 7952 4482 88300,76897.54,78,82919.9,16,f,81.536
rec-5763-org,female,lucinda,gripton,2904,perth,07 5262 9293,7070 7952 4482 8300,76897.54,78,82919.9,16,f,81.536
rec-5764-dup-0,,madison,teakue,missing,melbourne,,3750 7629 3567 4969,85969.89,83,16577.6,2,f,77.147
rec-5764-dup-1,male,madisori,teague,291e,,,3750 762 3567 4969,85969.89,83,16577.6,82,f,77.147
